id,genre,instrument,mood/theme
gLH_sBM_c01_d16_mLH0_ch09_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d16_mLH0_ch10_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d16_mLH0_ch10_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch03_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch03_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch04_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch04_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch05_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch05_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch06_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch06_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch07_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch07_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch08_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch08_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch09_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch09_2,newage,"piano,guitar,drummachine",film
gLH_sBM_c01_d17_mLH0_ch10_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sBM_c01_d17_mLH0_ch10_2,newage,"piano,guitar,drummachine",film
gLH_sFM_c01_d16_mLH0_ch01_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sFM_c01_d16_mLH0_ch01_2,reggae,"piano,guitar,electricpiano",film
gLH_sFM_c01_d16_mLH0_ch01_3,newage,"piano,electricpiano,bass",film
gLH_sFM_c01_d16_mLH0_ch01_4,reggae,"synthesizer,drummachine,piano",film
gLH_sFM_c01_d16_mLH0_ch01_5,reggae,"piano,electricpiano,synthesizer",film
gLH_sFM_c01_d16_mLH0_ch01_6,newage,"drummachine,piano,drums",film
gLH_sFM_c01_d16_mLH0_ch01_7,newage,"piano,synthesizer,drummachine",film
gLH_sFM_c01_d16_mLH0_ch01_8,reggae,"drummachine,synthesizer,drums",film
gLH_sFM_c01_d16_mLH0_ch01_9,indie,"drummachine,drums,piano",energetic
gLH_sFM_c01_d17_mLH0_ch08_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sFM_c01_d17_mLH0_ch08_2,reggae,"piano,guitar,electricpiano",film
gLH_sFM_c01_d17_mLH0_ch08_3,newage,"piano,electricpiano,bass",film
gLH_sFM_c01_d17_mLH0_ch08_4,reggae,"synthesizer,drummachine,piano",film
gLH_sFM_c01_d17_mLH0_ch08_5,reggae,"piano,electricpiano,synthesizer",film
gLH_sFM_c01_d17_mLH0_ch08_6,newage,"drummachine,piano,drums",film
gLH_sFM_c01_d17_mLH0_ch08_7,newage,"piano,synthesizer,drummachine",film
gLH_sFM_c01_d17_mLH0_ch08_8,reggae,"drummachine,synthesizer,drums",film
gLH_sFM_c01_d17_mLH0_ch08_9,indie,"drummachine,drums,piano",energetic
gLH_sFM_c01_d17_mLH0_ch14_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sFM_c01_d17_mLH0_ch14_2,reggae,"piano,guitar,electricpiano",film
gLH_sFM_c01_d17_mLH0_ch14_3,newage,"piano,electricpiano,bass",film
gLH_sFM_c01_d17_mLH0_ch14_4,reggae,"synthesizer,drummachine,piano",film
gLH_sFM_c01_d17_mLH0_ch14_5,reggae,"piano,electricpiano,synthesizer",film
gLH_sFM_c01_d17_mLH0_ch14_6,newage,"drummachine,piano,drums",film
gLH_sFM_c01_d17_mLH0_ch14_7,newage,"piano,synthesizer,drummachine",film
gLH_sFM_c01_d17_mLH0_ch14_8,reggae,"drummachine,synthesizer,drums",film
gLH_sFM_c01_d17_mLH0_ch14_9,indie,"drummachine,drums,piano",energetic
gLH_sFM_c01_d18_mLH0_ch15_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sFM_c01_d18_mLH0_ch15_2,reggae,"piano,guitar,electricpiano",film
gLH_sFM_c01_d18_mLH0_ch15_3,newage,"piano,electricpiano,bass",film
gLH_sFM_c01_d18_mLH0_ch15_4,reggae,"synthesizer,drummachine,piano",film
gLH_sFM_c01_d18_mLH0_ch15_5,reggae,"piano,electricpiano,synthesizer",film
gLH_sFM_c01_d18_mLH0_ch15_6,newage,"drummachine,piano,drums",film
gLH_sFM_c01_d18_mLH0_ch15_7,newage,"piano,synthesizer,drummachine",film
gLH_sFM_c01_d18_mLH0_ch15_8,reggae,"drummachine,synthesizer,drums",film
gLH_sFM_c01_d18_mLH0_ch15_9,indie,"drummachine,drums,piano",energetic
gLH_sFM_c01_d18_mLH0_ch21_1,instrumentalpop,"drummachine,piano,electricpiano",energetic
gLH_sFM_c01_d18_mLH0_ch21_2,reggae,"piano,guitar,electricpiano",film
gLH_sFM_c01_d18_mLH0_ch21_3,newage,"piano,electricpiano,bass",film
gLH_sFM_c01_d18_mLH0_ch21_4,reggae,"synthesizer,drummachine,piano",film
gLH_sFM_c01_d18_mLH0_ch21_5,reggae,"piano,electricpiano,synthesizer",film
gLH_sFM_c01_d18_mLH0_ch21_6,newage,"drummachine,piano,drums",film
gLH_sFM_c01_d18_mLH0_ch21_7,newage,"piano,synthesizer,drummachine",film
gLH_sFM_c01_d18_mLH0_ch21_8,reggae,"drummachine,synthesizer,drums",film
gLH_sFM_c01_d18_mLH0_ch21_9,indie,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH1_ch03_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch03_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch04_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch04_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch05_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch05_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch06_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch06_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch07_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch07_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch08_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch08_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch09_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch09_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d16_mLH1_ch10_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d16_mLH1_ch10_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch03_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch03_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch04_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch04_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch05_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch05_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch06_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch06_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch07_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch07_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch08_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch08_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch09_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch09_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sBM_c01_d17_mLH1_ch10_1,instrumentalpop,"electricguitar,synthesizer,drummachine",energetic
gLH_sBM_c01_d17_mLH1_ch10_2,hiphop,"synthesizer,bass,electricguitar",film
gLH_sFM_c01_d16_mLH1_ch02_1,instrumentalpop,"electricguitar,drummachine,synthesizer",energetic
gLH_sFM_c01_d16_mLH1_ch02_2,hiphop,"synthesizer,electricguitar,bass",film
gLH_sFM_c01_d16_mLH1_ch02_3,newage,"synthesizer,drums,drummachine",film
gLH_sFM_c01_d16_mLH1_ch02_4,hiphop,"synthesizer,electricguitar,drums",energetic
gLH_sFM_c01_d16_mLH1_ch02_5,hiphop,"drums,synthesizer,computer",film
gLH_sFM_c01_d16_mLH1_ch02_6,reggae,"bass,synthesizer,electricguitar",film
gLH_sFM_c01_d16_mLH1_ch02_7,newage,"synthesizer,drums,bass",film
gLH_sFM_c01_d16_mLH1_ch02_8,hiphop,"synthesizer,drums,bass",emotional
gLH_sFM_c01_d17_mLH1_ch09_1,instrumentalpop,"electricguitar,drummachine,synthesizer",energetic
gLH_sFM_c01_d17_mLH1_ch09_2,hiphop,"synthesizer,electricguitar,bass",film
gLH_sFM_c01_d17_mLH1_ch09_3,newage,"synthesizer,drums,drummachine",film
gLH_sFM_c01_d17_mLH1_ch09_4,hiphop,"synthesizer,electricguitar,drums",energetic
gLH_sFM_c01_d17_mLH1_ch09_5,hiphop,"drums,synthesizer,computer",film
gLH_sFM_c01_d17_mLH1_ch09_6,reggae,"bass,synthesizer,electricguitar",film
gLH_sFM_c01_d17_mLH1_ch09_7,newage,"synthesizer,drums,bass",film
gLH_sFM_c01_d17_mLH1_ch09_8,hiphop,"synthesizer,drums,bass",emotional
gLH_sFM_c01_d18_mLH1_ch16_1,instrumentalpop,"electricguitar,drummachine,synthesizer",energetic
gLH_sFM_c01_d18_mLH1_ch16_2,hiphop,"synthesizer,electricguitar,bass",film
gLH_sFM_c01_d18_mLH1_ch16_3,newage,"synthesizer,drums,drummachine",film
gLH_sFM_c01_d18_mLH1_ch16_4,hiphop,"synthesizer,electricguitar,drums",energetic
gLH_sFM_c01_d18_mLH1_ch16_5,hiphop,"drums,synthesizer,computer",film
gLH_sFM_c01_d18_mLH1_ch16_6,reggae,"bass,synthesizer,electricguitar",film
gLH_sFM_c01_d18_mLH1_ch16_7,newage,"synthesizer,drums,bass",film
gLH_sFM_c01_d18_mLH1_ch16_8,hiphop,"synthesizer,drums,bass",emotional
gLH_sBM_c01_d16_mLH2_ch03_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch03_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch04_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch04_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch05_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch05_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch06_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch06_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch07_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch07_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch08_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch08_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch09_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch09_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d16_mLH2_ch10_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d16_mLH2_ch10_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch03_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch03_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch04_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch04_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch05_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch05_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch06_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch06_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch07_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch07_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch08_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch08_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch09_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch09_2,techno,"voice,drums,bass",film
gLH_sBM_c01_d18_mLH2_ch10_1,techno,"bass,drummachine,piano",energetic
gLH_sBM_c01_d18_mLH2_ch10_2,techno,"voice,drums,bass",film
gLH_sFM_c01_d16_mLH2_ch03_1,techno,"bass,drummachine,piano",energetic
gLH_sFM_c01_d16_mLH2_ch03_2,hiphop,"voice,drums,piano",film
gLH_sFM_c01_d16_mLH2_ch03_3,techno,"drums,bass,drummachine",film
gLH_sFM_c01_d16_mLH2_ch03_4,newage,"synthesizer,drums,bass",energetic
gLH_sFM_c01_d16_mLH2_ch03_5,newage,"synthesizer,drums,bass",film
gLH_sFM_c01_d16_mLH2_ch03_6,newage,"drums,synthesizer,drummachine",energetic
gLH_sFM_c01_d16_mLH2_ch03_7,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d16_mLH2_ch03_8,dance,"synthesizer,drums,computer",energetic
gLH_sFM_c01_d17_mLH2_ch10_1,techno,"bass,drummachine,piano",energetic
gLH_sFM_c01_d17_mLH2_ch10_2,hiphop,"voice,drums,piano",film
gLH_sFM_c01_d17_mLH2_ch10_3,techno,"drums,bass,drummachine",film
gLH_sFM_c01_d17_mLH2_ch10_4,newage,"synthesizer,drums,bass",energetic
gLH_sFM_c01_d17_mLH2_ch10_5,newage,"synthesizer,drums,bass",film
gLH_sFM_c01_d17_mLH2_ch10_6,newage,"drums,synthesizer,drummachine",energetic
gLH_sFM_c01_d17_mLH2_ch10_7,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d17_mLH2_ch10_8,dance,"synthesizer,drums,computer",energetic
gLH_sFM_c01_d18_mLH2_ch17_1,techno,"bass,drummachine,piano",energetic
gLH_sFM_c01_d18_mLH2_ch17_2,hiphop,"voice,drums,piano",film
gLH_sFM_c01_d18_mLH2_ch17_3,techno,"drums,bass,drummachine",film
gLH_sFM_c01_d18_mLH2_ch17_4,newage,"synthesizer,drums,bass",energetic
gLH_sFM_c01_d18_mLH2_ch17_5,newage,"synthesizer,drums,bass",film
gLH_sFM_c01_d18_mLH2_ch17_6,newage,"drums,synthesizer,drummachine",energetic
gLH_sFM_c01_d18_mLH2_ch17_7,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d18_mLH2_ch17_8,dance,"synthesizer,drums,computer",energetic
gLH_sBM_c01_d16_mLH3_ch03_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch03_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch04_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch04_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch05_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch05_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch06_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch06_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch07_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch07_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch08_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch08_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch09_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch09_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d16_mLH3_ch10_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d16_mLH3_ch10_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch03_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch03_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch04_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch04_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch05_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch05_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch06_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch06_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch07_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch07_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch08_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch08_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch09_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch09_2,hiphop,"drums,drummachine,piano",film
gLH_sBM_c01_d18_mLH3_ch10_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sBM_c01_d18_mLH3_ch10_2,hiphop,"drums,drummachine,piano",film
gLH_sFM_c01_d16_mLH3_ch04_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sFM_c01_d16_mLH3_ch04_2,techno,"drums,drummachine,synthesizer",energetic
gLH_sFM_c01_d16_mLH3_ch04_3,poprock,"drums,drummachine,piano",film
gLH_sFM_c01_d16_mLH3_ch04_4,poprock,"drums,drummachine,synthesizer",film
gLH_sFM_c01_d16_mLH3_ch04_5,hiphop,"drums,drummachine,piano",film
gLH_sFM_c01_d16_mLH3_ch04_6,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d16_mLH3_ch04_7,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d16_mLH3_ch07_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sFM_c01_d16_mLH3_ch07_2,techno,"drums,drummachine,synthesizer",energetic
gLH_sFM_c01_d16_mLH3_ch07_3,poprock,"drums,drummachine,piano",film
gLH_sFM_c01_d16_mLH3_ch07_4,poprock,"drums,drummachine,synthesizer",film
gLH_sFM_c01_d16_mLH3_ch07_5,hiphop,"drums,drummachine,piano",film
gLH_sFM_c01_d16_mLH3_ch07_6,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d16_mLH3_ch07_7,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d17_mLH3_ch11_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sFM_c01_d17_mLH3_ch11_2,techno,"drums,drummachine,synthesizer",energetic
gLH_sFM_c01_d17_mLH3_ch11_3,poprock,"drums,drummachine,piano",film
gLH_sFM_c01_d17_mLH3_ch11_4,poprock,"drums,drummachine,synthesizer",film
gLH_sFM_c01_d17_mLH3_ch11_5,hiphop,"drums,drummachine,piano",film
gLH_sFM_c01_d17_mLH3_ch11_6,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d17_mLH3_ch11_7,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d18_mLH3_ch18_1,instrumentalpop,"drummachine,drums,piano",energetic
gLH_sFM_c01_d18_mLH3_ch18_2,techno,"drums,drummachine,synthesizer",energetic
gLH_sFM_c01_d18_mLH3_ch18_3,poprock,"drums,drummachine,piano",film
gLH_sFM_c01_d18_mLH3_ch18_4,poprock,"drums,drummachine,synthesizer",film
gLH_sFM_c01_d18_mLH3_ch18_5,hiphop,"drums,drummachine,piano",film
gLH_sFM_c01_d18_mLH3_ch18_6,techno,"drums,drummachine,bass",film
gLH_sFM_c01_d18_mLH3_ch18_7,techno,"drums,drummachine,bass",film
gLH_sBM_c01_d17_mLH5_ch03_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch04_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch05_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch06_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch07_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch08_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch09_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d17_mLH5_ch10_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch03_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch04_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch05_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch06_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch07_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch08_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch09_1,techno,"piano,drummachine,guitar",energetic
gLH_sBM_c01_d18_mLH5_ch10_1,techno,"piano,drummachine,guitar",energetic
gLH_sFM_c01_d16_mLH5_ch06_1,jazz,"piano,guitar,drummachine",energetic
gLH_sFM_c01_d16_mLH5_ch06_2,techno,"piano,guitar,violin",energetic
gLH_sFM_c01_d16_mLH5_ch06_3,newage,"violin,computer,guitar",energetic
gLH_sFM_c01_d16_mLH5_ch06_4,hiphop,"drummachine,piano,drums",energetic
gLH_sFM_c01_d16_mLH5_ch06_5,hiphop,"violin,guitar,piano",energetic
gLH_sFM_c01_d16_mLH5_ch06_6,hiphop,"violin,drums,piano",energetic
gLH_sFM_c01_d17_mLH5_ch13_1,jazz,"piano,guitar,drummachine",energetic
gLH_sFM_c01_d17_mLH5_ch13_2,techno,"piano,guitar,violin",energetic
gLH_sFM_c01_d17_mLH5_ch13_3,newage,"violin,computer,guitar",energetic
gLH_sFM_c01_d17_mLH5_ch13_4,hiphop,"drummachine,piano,drums",energetic
gLH_sFM_c01_d17_mLH5_ch13_5,hiphop,"violin,guitar,piano",energetic
gLH_sFM_c01_d17_mLH5_ch13_6,hiphop,"violin,drums,piano",energetic
gLH_sFM_c01_d18_mLH5_ch20_1,jazz,"piano,guitar,drummachine",energetic
gLH_sFM_c01_d18_mLH5_ch20_2,techno,"piano,guitar,violin",energetic
gLH_sFM_c01_d18_mLH5_ch20_3,newage,"violin,computer,guitar",energetic
gLH_sFM_c01_d18_mLH5_ch20_4,hiphop,"drummachine,piano,drums",energetic
gLH_sFM_c01_d18_mLH5_ch20_5,hiphop,"violin,guitar,piano",energetic
gLH_sFM_c01_d18_mLH5_ch20_6,hiphop,"violin,drums,piano",energetic
gLO_sBM_c01_d13_mLO0_ch03_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch03_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch04_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch04_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch05_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch05_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch06_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch06_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch07_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch07_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch08_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch08_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch09_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch09_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d13_mLO0_ch10_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d13_mLO0_ch10_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch03_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch03_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch04_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch04_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch05_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch05_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch06_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch06_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch07_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch07_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch08_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch08_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch09_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
gLO_sBM_c01_d14_mLO0_ch09_2,reggae,"synthesizer,violin,drums",energetic
gLO_sBM_c01_d14_mLO0_ch10_1,instrumentalpop,"acousticguitar,piano,electricpiano",energetic
